census.subdivision,census.division,province.name,province,CSD1986_ID,number.children,number.children.weighted,rank.slope,rank.slope.se,rank.intercept,rank.intercept.se,rank.rsquared,interquartile.income.range,parent.gini,share.between.p25p75,parent.mean.income,child.mean.income,parent.income.p25,child.income.p25,parent.median.income,child.median.income,parent.income.p75,child.income.p75,parent.income.p90,child.income.p90,parent.income.p99,child.income.p99,parent.percent.filing.french,child.percent.filing.french,parent.percent.notmarried,lim.intercept,lim.intercept.se,lim.slope,lim.slope.se,beta.intercept,beta.intercept.se,beta.slope,beta.slope.se
3,2,NL,10,1002003,30,43,0.134,0.203,28,8.48,0.011,14743,0.285,0.61,28654,33268,18593,12851,25110,23625,33336,51668,46805,62577,96864,123374,0,0,0.267,0.717,0.141,-0.009,0.003,5.2,2.136,0.483,0.211
4,2,NL,10,1002004,256,382,0.245,0.052,37.3,2.6,0.055,20375,0.4,0.525,35833,47656,19274,25251,28862,41216,39650,63439,66681,80499,177245,135552,0,0,0.227,0.298,0.037,-0.003,0.001,8.7,0.45,0.182,0.044
6,2,NL,10,1002006,29,47,0.168,0.185,33.3,5.93,0.018,10892,0.393,0.225,20074,36826,11597,19788,17019,31746,22488,54041,36862,64344,82717,114222,0,0,0.276,0.358,0.108,0,0.003,10.2,1.221,0.005,0.127
8,2,NL,10,1002008,175,274,0.429,0.08,37.8,2.6,0.096,16305,0.378,0.338,20724,46518,9796,24764,17857,44819,26101,64627,39217,74522,78864,122407,0,0,0.24,0.271,0.04,-0.002,0.001,8.7,0.49,0.188,0.051
9,2,NL,10,1002009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,NL,10,1002011,133,220,0.077,0.102,44.7,2.94,0.003,13005,0.369,0.226,18343,45892,9734,26456,16032,38639,22739,61351,34682,84589,63941,153445,0.008,0.008,0.286,0.241,0.04,-0.003,0.001,10.6,0.501,-0.003,0.052
12,2,NL,10,1002012,40,66,0.63,0.281,30.6,5.86,0.073,9762,0.308,0.13,14577,41547,9005,21561,13263,35875,18767,55691,24657,84005,52800,113971,0,0.025,0.1,0.296,0.075,-0.008,0.004,8.4,1.236,0.204,0.131
13,2,NL,10,1002013,42,70,0.284,0.181,34.8,4.56,0.035,12184,0.439,0.241,14981,39890,7283,22696,12890,29318,19468,49529,32133,74225,49709,100747,0,0,0.19,0.217,0.07,-0.002,0.003,10,0.544,0.047,0.059
14,2,NL,10,1002014,29,49,0.452,0.204,32.9,5.51,0.095,8272,0.351,0.159,17402,40755,11196,20811,14588,32914,19468,58401,32304,73306,77523,100747,0,0,0.31,0.393,0.092,-0.007,0.003,8.6,0.803,0.193,0.085
15,2,NL,10,1002015,16,26,0.143,0.306,37.8,8.17,0.009,13121,0.351,0.291,16972,39046,8863,26159,12985,34072,21984,47968,31306,73628,44700,79798,0,0,0.313,-0.032,0.105,0.009,0.004,12.4,2.54,-0.223,0.266
16,2,NL,10,1002016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,NL,10,1002017,25,35,0.059,0.124,33,5.75,0.007,27064,0.301,0.57,30725,34677,14077,23230,26782,33819,41140,39754,49099,53625,76277,73829,0,0,0.08,0.215,0.099,-0.003,0.002,9.1,1.49,0.126,0.146
18,2,NL,10,1002018,172,231,0.238,0.082,32.9,3.63,0.035,13289,0.248,0.678,30723,40975,21312,24421,28090,38581,34602,52097,46824,72172,94391,104302,0.006,0,0.116,0.114,0.057,0.002,0.001,9.6,0.795,0.083,0.078
19,2,NL,10,1002019,210,298,0.176,0.06,40.7,2.93,0.028,20908,0.342,0.553,33472,46864,19730,28719,28986,43740,40637,61588,57249,78070,125405,133638,0,0,0.205,0.169,0.039,-0.001,0.001,9.8,0.466,0.074,0.046
21,2,NL,10,1002021,66,93,0.095,0.116,43.1,5.45,0.007,17719,0.302,0.594,31262,44926,18647,25824,32024,42457,36367,56712,52366,86134,124145,95655,0,0,0.136,-0.058,0.064,0.004,0.001,10.3,0.593,0.028,0.059
22,2,NL,10,1002022,75,112,0.38,0.122,39.1,4.32,0.082,21628,0.344,0.443,22470,48761,11954,30422,20201,43857,33583,65352,42206,86373,56681,155952,0,0,0.28,0.224,0.055,-0.003,0.002,7.2,0.748,0.349,0.076
23,2,NL,10,1002023,28,41,0.653,0.193,18.6,7.5,0.227,12104,0.201,0.777,28150,40132,21640,25940,27105,38398,33744,54440,38075,64375,89858,90900,0,0,0.107,0.233,0.162,-0.001,0.004,4.6,2.029,0.579,0.199
24,2,NL,10,1002024,681,978,0.142,0.036,43,1.62,0.016,20860,0.357,0.575,30627,48147,16968,27088,26976,43536,37828,63612,52796,82021,136538,134397,0.001,0,0.236,0.242,0.024,-0.001,0.001,9.8,0.249,0.073,0.025
25,2,NL,10,1002025,63,94,0.341,0.12,32.9,6.22,0.081,21942,0.288,0.646,35068,47272,21888,27459,31998,44430,43830,65191,63882,82021,88607,132006,0,0,0.143,0.234,0.091,0,0.002,7.1,1.202,0.33,0.116
26,2,NL,10,1002026,30,43,0.235,0.177,35.5,7.25,0.041,13904,0.324,0.588,29567,42295,18067,27859,26448,36031,31971,56149,41199,71276,167004,106296,0,0,0.067,0.396,0.125,-0.005,0.003,7.8,1.759,0.267,0.174
27,2,NL,10,1002027,76,122,0.496,0.105,29.3,4.33,0.156,25902,0.357,0.418,25407,45491,12536,19403,19479,42125,38439,69073,49004,92215,68328,120870,0,0,0.145,0.337,0.064,-0.003,0.002,7,0.83,0.348,0.084
28,2,NL,10,1002028,83,132,0.022,0.092,55,3.39,0,17427,0.426,0.324,22488,53202,10876,33529,17657,51753,28302,67148,49206,86932,74695,114057,0,0,0.157,0.115,0.044,0,0.001,10.3,0.449,0.049,0.046
30,2,NL,10,1002030,34,54,0.101,0.118,28.4,4.13,0.014,20908,0.383,0.396,21273,30941,9632,21981,17620,30635,30540,44004,43368,51950,53177,55667,0,0,0.441,0.457,0.097,-0.006,0.003,8.4,0.834,0.187,0.086
31,2,NL,10,1002031,40,61,0.038,0.112,28.7,4,0.002,18211,0.389,0.325,22112,30096,10844,20099,19351,25081,29054,39594,38148,52595,65788,78614,0,0,0.15,0.25,0.094,0.001,0.003,10.2,0.764,-0.007,0.079
33,2,NL,10,1002033,72,121,0.214,0.148,36.7,4.39,0.017,13606,0.269,0.438,20844,40203,13212,26742,19218,39087,26818,54709,33481,68671,49079,94956,0,0,0.167,0.226,0.074,-0.001,0.002,7.5,1.133,0.3,0.115
34,2,NL,10,1002034,46,73,0.126,0.166,41.1,4.6,0.008,17257,0.388,0.289,17468,41730,8259,28292,15195,38178,25516,52940,31342,70474,52099,96486,0.043,0,0.304,0.252,0.08,-0.001,0.003,8.5,0.599,0.207,0.064
36,2,NL,10,1002036,88,139,-0.132,0.105,46.8,4.2,0.012,20585,0.296,0.559,26432,40570,15261,23664,22855,37692,35846,53222,46866,72526,73620,100283,0,0,0.216,0.179,0.069,0.002,0.002,11.2,1.089,-0.076,0.108
37,2,NL,10,1002037,22,37,-0.292,0.357,55.6,8.7,0.019,7566,0.241,0.233,17830,48247,12409,26951,15866,41918,19975,73502,29329,85365,41644,101488,0,0,0.273,-0.007,0.123,0.009,0.005,11.3,1.249,-0.07,0.129
38,2,NL,10,1002038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2,NL,10,1002039,26,39,0.05,0.117,31.3,6.78,0.005,34500,0.388,0.52,44134,33261,21757,22056,26898,29433,56256,43115,104797,63693,159843,74271,0,0,0.038,0.226,0.148,0.002,0.003,11.1,1.509,-0.085,0.144
40,2,NL,10,1002040,24,35,-0.068,0.155,52,7.01,0.006,25818,0.301,0.422,28702,45920,17807,31098,24320,47053,43626,53749,51840,72396,51840,93140,0,0,0.083,0,0,0,0,11.4,1.256,-0.071,0.124
48,2,NL,10,1002048,94,139,0.31,0.109,36.7,4.36,0.056,14045,0.271,0.534,26939,47388,18362,29193,24778,40292,32407,59591,42573,79961,70238,134208,0,0,0.106,0.221,0.054,-0.003,0.001,9,0.721,0.158,0.072
55,2,NL,10,1002055,24,39,-0.075,0.167,40.2,6.2,0.005,24443,0.43,0.399,21898,37198,8593,22183,14969,40565,33036,45372,45754,62551,66162,106296,0,0,0.292,0.07,0.102,0.006,0.003,10.8,1.008,-0.059,0.105
2,3,NL,10,1003002,31,60,-0.217,0.293,32.9,5.2,0.009,5246,0.298,0.101,12787,29576,8223,12130,12309,24051,13469,45695,22261,56979,38965,78414,0,0,0.194,0.373,0.112,0.01,0.006,10.6,1.215,-0.053,0.131
3,3,NL,10,1003003,75,115,0.16,0.121,26.1,3.58,0.015,15952,0.341,0.326,19150,30210,11437,17137,15897,24772,27389,41332,37869,58680,57899,97732,0,0.013,0.187,0.431,0.074,-0.003,0.002,10.5,0.86,-0.041,0.089
4,3,NL,10,1003004,50,84,0.155,0.08,14.2,2.04,0.044,9323,0.444,0.121,15012,19014,6910,10873,11325,15162,16233,25452,30445,38146,83847,52066,0,0,0.28,0.559,0.075,-0.001,0.003,7.9,0.674,0.187,0.073
5,3,NL,10,1003005,15,26,-0.122,0.245,48.8,9.58,0.01,21178,0.348,0.316,24160,43705,12905,22156,18399,44981,34083,58755,52188,76106,55697,105695,0,0,0.333,0.185,0.148,0.003,0.004,13.4,2.675,-0.305,0.27
8,3,NL,10,1003008,324,473,0.173,0.058,34.4,2.21,0.018,13835,0.303,0.557,26136,40075,17295,21597,24406,34632,31129,50826,38707,69615,97651,135721,0,0.003,0.154,0.269,0.038,-0.001,0.001,8.8,0.355,0.158,0.036
9,3,NL,10,1003009,37,50,-0.081,0.393,44.5,9.12,0.001,6325,0.194,0.219,18247,42338,13650,23469,17015,35473,19975,56392,29974,81161,34388,108503,0,0,0.135,-0.107,0.086,0.008,0.004,11,2.143,-0.05,0.22
10,3,NL,10,1003010,60,87,-0.176,0.131,43.4,4.28,0.021,11569,0.244,0.516,23008,37305,14742,27798,22273,34574,26311,44225,37372,63317,56061,85040,0,0,0.1,0.049,0.078,0.004,0.002,12.7,1.3,-0.233,0.131
11,3,NL,10,1003011,86,127,0.097,0.124,35.7,3.74,0.005,14457,0.272,0.432,20976,36679,13498,21335,19572,34810,27955,49267,33889,56606,53894,87249,0,0,0.174,0.324,0.073,-0.003,0.002,9.5,0.773,0.089,0.079
12,3,NL,10,1003012,50,72,0.214,0.189,31.2,6.35,0.018,10918,0.218,0.603,24008,37366,17079,20374,23089,30833,27997,46547,36855,69519,65469,103377,0,0,0.16,0.286,0.104,-0.003,0.003,9,1.588,0.136,0.159
15,3,NL,10,1003015,82,133,0.271,0.102,12.5,3.24,0.051,15878,0.401,0.305,19597,20597,10527,5294,15430,10018,26405,28095,36225,61427,75984,168493,0,0,0.317,0.729,0.063,-0.004,0.002,8.6,1.218,0.068,0.127
18,3,NL,10,1003018,144,213,0.241,0.08,38,3.39,0.041,20636,0.338,0.575,27771,44875,15488,25549,24124,43282,36124,64774,47544,74386,99661,162903,0,0,0.153,0.205,0.049,0,0.001,8.9,0.562,0.16,0.056
19,3,NL,10,1003019,226,362,0.309,0.078,33.4,2.78,0.042,14798,0.317,0.409,23470,44001,15422,17884,20630,38013,30220,59588,38413,81203,61490,164054,0.009,0,0.217,0.343,0.041,-0.003,0.001,7.6,0.547,0.274,0.055
21,3,NL,10,1003021,17,27,0.143,0.237,22.2,6.13,0.014,12638,0.275,0.387,18279,26330,11421,19886,17333,24202,24059,35415,28959,40729,44262,60650,0,0,0.118,0.791,0.168,-0.015,0.006,8.7,2.622,0.13,0.271
24,3,NL,10,1003024,18,29,0.001,0.221,26,4.49,0,4738,0.316,0.081,12831,27127,7665,14805,9050,25797,12403,35828,23426,45195,56085,59395,0,0,0.167,0.417,0.122,-0.008,0.006,6.8,1.841,0.346,0.198
26,3,NL,10,1003026,151,215,0.122,0.081,36.6,3.09,0.011,15660,0.325,0.545,26248,39434,17206,23285,23543,36673,32866,50304,41343,70491,137035,94979,0,0,0.159,0.208,0.05,0,0.001,9.7,0.572,0.072,0.057
28,3,NL,10,1003028,338,468,0.154,0.051,33.7,2.21,0.02,18008,0.303,0.621,29616,39469,18680,22432,27998,35639,36688,50018,46198,66476,99214,117945,0,0,0.189,0.269,0.037,-0.002,0.001,9.6,0.441,0.081,0.044
31,3,NL,10,1003031,86,130,0.331,0.098,23,4.02,0.082,16644,0.255,0.539,27630,34571,19437,20935,25778,30822,36082,44040,45740,58437,58631,89081,0,0,0.291,0.295,0.08,-0.001,0.002,9.2,0.899,0.1,0.089
32,3,NL,10,1003032,139,187,0.368,0.106,36.7,4.19,0.061,11090,0.238,0.702,27986,49068,21159,32216,26186,45218,32248,60303,40409,82846,78495,131339,0,0,0.288,0.098,0.049,0,0.001,9.8,0.949,0.074,0.094
33,3,NL,10,1003033,108,152,-0.015,0.091,42.3,3.97,0,13259,0.255,0.601,29862,40896,20267,27726,26414,35548,33527,49543,50740,68933,89399,112548,0,0,0.185,0.167,0.058,-0.001,0.001,10.1,0.983,0.038,0.096
34,3,NL,10,1003034,493,713,0.324,0.042,30.1,1.9,0.077,15890,0.305,0.667,30838,42030,21134,24375,28384,37774,37025,55475,50349,71845,113886,127649,0,0,0.213,0.343,0.032,-0.003,0.001,8.4,0.332,0.2,0.033
38,3,NL,10,1003038,23,36,-1.222,0.6,57.4,9.01,0.108,3241,0.182,0.029,12844,38484,10415,28695,13268,32216,13655,55199,18817,59557,27386,67005,0,0,0.087,0.04,0.121,0.002,0.008,13.7,1.364,-0.347,0.145
42,3,NL,10,1003042,25,41,-0.077,0.182,35.9,5.6,0.005,10667,0.264,0.455,21630,33905,15808,24384,20074,29955,26475,38485,37860,50548,54367,78323,0,0,0.32,0.556,0.135,-0.01,0.004,10.7,0.67,-0.032,0.068
45,3,NL,10,1003045,96,147,0.269,0.115,35.7,3.84,0.036,13534,0.277,0.525,22992,41611,14672,25054,22858,39367,28206,53193,36722,70901,70744,101529,0,0,0.177,0.251,0.058,-0.003,0.002,8.7,0.756,0.176,0.076
1,4,NL,10,1004001,271,441,0.075,0.064,45.3,2.3,0.003,19445,0.343,0.464,23382,46008,12237,26005,21274,43331,31682,62076,40696,77338,65694,140927,0,0,0.251,0.212,0.029,-0.002,0.001,9.8,0.42,0.079,0.043
6,4,NL,10,1004006,232,378,0.215,0.069,37.7,2.16,0.025,14093,0.342,0.325,20092,41653,11934,22159,16426,39010,26027,55796,36290,72028,60233,101483,0,0,0.177,0.282,0.034,-0.003,0.001,9,0.366,0.152,0.038
11,4,NL,10,1004011,133,211,0.401,0.087,27.6,2.93,0.093,22246,0.424,0.421,20243,39961,6355,15918,19641,31761,28602,53569,41762,78045,72145,171913,0.008,0,0.218,0.39,0.049,-0.003,0.001,7.7,0.474,0.277,0.05
13,4,NL,10,1004013,160,250,0.327,0.075,31.6,2.67,0.072,23851,0.364,0.511,22357,40285,9816,23934,22725,37536,33668,51438,40119,67339,54191,102944,0,0,0.263,0.375,0.045,-0.005,0.001,9.4,0.422,0.106,0.043
16,4,NL,10,1004016,126,189,0.247,0.105,38.5,3.25,0.029,14135,0.362,0.347,20224,43179,10762,21452,17588,40539,24898,62947,35144,76470,73772,110263,0,0,0.23,0.349,0.05,-0.004,0.002,8.5,0.624,0.206,0.064
17,4,NL,10,1004017,10,17,1.247,0.727,32.4,13.57,0.168,10603,0.309,0.166,13848,53130,8824,30817,11556,43231,19427,69563,26957,83931,27746,129892,0,0,0.6,0,0,0,0,3.7,1.536,0.748,0.165
18,4,NL,10,1004018,209,345,0.45,0.066,27.6,2.28,0.121,20651,0.402,0.381,21103,39638,9298,17981,18860,35685,29950,56818,44835,72335,70337,149228,0.005,0.005,0.244,0.423,0.038,-0.005,0.001,7.6,0.407,0.286,0.042
19,4,NL,10,1004019,976,1139,0.245,0.03,39.2,1.43,0.057,25229,0.396,0.5,31901,49330,16282,27165,27279,45404,41511,63597,60125,82425,123080,184602,0.003,0.001,0.262,0.312,0.021,-0.002,0,8.9,0.212,0.164,0.021
20,4,NL,10,1004020,193,224,0.31,0.062,38.4,3.5,0.1,35088,0.343,0.442,37377,52037,17464,30833,33224,51199,52552,69774,65547,87738,105743,155426,0,0.005,0.166,0.308,0.046,-0.003,0.001,8,0.578,0.256,0.056
21,4,NL,10,1004021,87,155,0.047,0.088,31.3,2.81,0.002,19691,0.469,0.273,18771,32646,6481,18010,14193,28219,26172,43504,35015,63090,88363,91272,0,0,0.253,0.351,0.055,-0.001,0.002,10.8,0.516,-0.072,0.055
22,4,NL,10,1004022,329,588,0.412,0.069,26.5,1.49,0.058,13132,0.419,0.133,13665,32948,5262,16245,12167,28922,18394,46917,24710,64721,63953,101456,0,0.003,0.255,0.416,0.029,-0.003,0.001,9.2,0.294,0.099,0.032
33,4,NL,10,1004033,147,262,0.087,0.089,34.6,2.34,0.004,15571,0.448,0.215,15430,35510,4521,18144,13300,30030,20092,50371,33788,65956,54488,101769,0.007,0.007,0.272,0.331,0.04,-0.002,0.002,9.8,0.378,0.048,0.041
37,4,NL,10,1004037,110,195,0.492,0.11,23.2,2.52,0.094,10419,0.391,0.152,14618,32029,7431,17401,12980,26735,17850,39824,25155,66074,61416,100496,0,0,0.227,0.493,0.051,-0.007,0.002,7.7,0.544,0.262,0.059
42,4,NL,10,1004042,90,153,0.177,0.096,33.8,2.98,0.022,16422,0.466,0.242,18191,37033,5495,20976,14552,32249,21917,51271,36164,71068,71297,93975,0.022,0,0.189,0.306,0.052,-0.001,0.002,9.4,0.496,0.096,0.053
1,5,NL,10,1005001,16,26,-0.153,0.135,48.8,6.22,0.05,36184,0.473,0.364,28710,41181,7526,31127,23234,42649,43710,46166,67785,65409,90100,70201,0,0,0.313,0.052,0.122,0.005,0.003,10.9,0.702,-0.039,0.071
3,5,NL,10,1005003,158,245,0.195,0.108,41.2,3.77,0.013,14190,0.263,0.63,24146,46395,16700,25949,23458,42666,30890,65550,35330,86285,68420,121857,0,0,0.12,0.219,0.049,-0.002,0.001,10.7,0.662,-0.018,0.067
4,5,NL,10,1005004,362,554,0.152,0.05,42.4,2.1,0.017,19509,0.332,0.512,27464,46850,16126,25244,24436,44783,35635,61297,49156,79490,80005,140237,0,0,0.185,0.196,0.03,0,0.001,9.3,0.392,0.129,0.039
5,5,NL,10,1005005,90,138,0.118,0.142,30.8,5.22,0.005,11982,0.183,0.683,26591,34009,19768,19404,27404,29343,31750,48521,36388,62342,46796,80635,0,0,0.267,0.337,0.104,-0.001,0.003,8.4,1.77,0.18,0.175
6,5,NL,10,1005006,45,64,-0.017,0.146,39.5,5.73,0,12567,0.291,0.469,26430,37480,18911,20713,22116,34319,31478,55817,42127,67097,78279,77846,0,0,0.222,0.286,0.092,-0.003,0.002,7.7,1.597,0.266,0.159
7,5,NL,10,1005007,41,59,0.181,0.117,32.4,5.42,0.04,24071,0.479,0.544,35288,38422,14669,22942,24876,34910,38740,51173,63126,59832,240517,109806,0,0,0.171,0.525,0.096,-0.006,0.002,8.5,0.824,0.192,0.082
8,5,NL,10,1005008,121,189,0.167,0.113,29.8,3.41,0.011,13447,0.303,0.554,20624,33669,13167,17290,22841,29589,26614,46408,33832,62300,48313,97070,0.017,0,0.248,0.425,0.066,-0.003,0.002,9.2,0.577,0.107,0.059
9,5,NL,10,1005009,46,68,0.049,0.126,46.6,5.66,0.002,22651,0.401,0.486,31180,46658,15179,30632,24073,44373,37830,60584,62938,74237,240517,162022,0,0,0.283,0.133,0.084,0.002,0.002,10.3,1.282,0.017,0.127
10,5,NL,10,1005010,45,56,0.274,0.121,39.2,7.18,0.087,28565,0.357,0.503,41815,52778,19309,30589,36133,44863,47874,65280,91512,93434,106781,143256,0,0,0.156,0.307,0.085,-0.004,0.001,9.4,0.895,0.124,0.086
11,5,NL,10,1005011,82,100,0.425,0.103,27.7,6.12,0.149,19690,0.342,0.642,45784,49335,29125,28613,35769,47898,48815,66737,93010,93326,186499,156426,0,0,0.207,0.505,0.088,-0.006,0.001,7.7,1.132,0.278,0.107
12,5,NL,10,1005012,259,383,0.074,0.052,48.6,2.46,0.005,23526,0.336,0.539,31283,50298,17577,32833,29428,47083,41102,63514,57318,77593,88137,249530,0.008,0.004,0.205,0.182,0.034,-0.001,0.001,10.5,0.448,0.012,0.044
14,5,NL,10,1005014,49,75,0.271,0.125,40,4.88,0.06,20167,0.355,0.487,24271,46172,14093,28041,22847,46998,34260,55807,45714,75934,67203,113209,0,0,0.224,0.194,0.054,-0.003,0.001,8.7,0.71,0.196,0.072
15,5,NL,10,1005015,96,129,0.098,0.108,44.3,4.08,0.006,15639,0.347,0.45,24408,47748,14330,24878,21305,41303,29969,62063,47480,76143,86065,233210,0,0,0.25,0.148,0.055,0,0.001,10.3,0.804,0.025,0.081
16,5,NL,10,1005016,38,44,0.444,0.233,28.9,8.6,0.079,17433,0.225,0.594,25719,41871,15057,27151,27834,38286,32491,55832,38312,83321,57641,93192,0,0,0.289,0.223,0.15,0.001,0.004,7,2.821,0.342,0.28
17,5,NL,10,1005017,46,55,-0.07,0.124,44.9,5.47,0.006,30523,0.42,0.42,26972,41592,6719,28178,25785,37949,37241,52248,53976,68131,84578,142852,0,0,0.196,0.337,0.093,-0.003,0.002,11.2,0.835,-0.076,0.085
18,5,NL,10,1005018,2844,3317,0.261,0.017,36.6,0.96,0.063,25237,0.337,0.561,37613,50240,22253,27253,33974,44313,47490,63682,68063,84226,114711,188705,0.001,0.003,0.208,0.305,0.014,-0.002,0,8.3,0.149,0.226,0.014
20,5,NL,10,1005020,192,317,0.15,0.06,37.8,2.32,0.019,19685,0.408,0.419,24324,42885,11274,25106,21318,37272,30959,54212,47917,79746,76228,161437,0,0,0.219,0.283,0.038,-0.001,0.001,9.9,0.41,0.06,0.042
22,5,NL,10,1005022,108,125,0.235,0.104,34.4,4.03,0.04,16188,0.328,0.497,26550,44260,16869,25980,22661,38047,33057,51785,45082,70238,86065,126813,0,0,0.204,0.172,0.064,0,0.002,8.8,0.875,0.164,0.088
23,5,NL,10,1005023,77,126,0.401,0.123,28.5,3.58,0.08,14092,0.344,0.357,19071,37545,11677,20698,17409,31113,25769,49098,36715,63720,49848,102574,0,0,0.208,0.369,0.065,-0.005,0.002,8.7,0.56,0.169,0.058
24,5,NL,10,1005024,73,125,0.082,0.183,43.8,4.48,0.002,11450,0.278,0.266,17657,44542,12393,26024,17384,41092,23843,58253,29337,76655,56815,104732,0,0.014,0.205,0.171,0.056,-0.002,0.002,10.5,0.823,0.001,0.086
25,5,NL,10,1005025,94,111,-0.114,0.113,48.6,4.32,0.009,16366,0.289,0.509,25583,43173,16869,27725,22620,38528,33235,55786,46387,70644,72343,106561,0,0,0.223,0.145,0.065,0,0.002,11,0.672,-0.044,0.067
26,5,NL,10,1005026,85,101,-0.023,0.105,40.5,3.73,0,16036,0.347,0.424,23324,38061,13457,24130,20462,37264,29493,49699,35113,61994,86166,95095,0.012,0,0.165,0.216,0.076,0.002,0.002,10.4,0.723,-0.003,0.073
27,5,NL,10,1005027,86,103,-0.039,0.103,39.2,4.26,0.001,16427,0.303,0.556,27493,36658,16869,21765,24928,35118,33297,48193,51368,63510,80139,90353,0,0,0.14,0.148,0.081,0.003,0.002,9.7,0.817,0.065,0.081
28,5,NL,10,1005028,24,27,0.454,0.231,31.2,9.1,0.133,15108,0.25,0.64,26779,43928,18457,28293,25897,45073,33565,56784,44847,69604,55143,86751,0,0,0.208,0.212,0.129,-0.003,0.003,8.5,3.122,0.203,0.309
33,5,NL,10,1005033,64,98,0.216,0.128,35.3,3.94,0.029,14806,0.37,0.427,19788,38333,11668,24238,18403,39963,26474,52993,35790,62359,72323,81168,0.016,0,0.234,0.313,0.07,-0.003,0.002,9.9,0.628,0.052,0.065
35,5,NL,10,1005035,45,74,-0.097,0.298,49.8,7.4,0.001,13753,0.268,0.418,18389,47150,11088,23812,19806,39561,24842,72887,29764,88509,35694,118735,0,0,0.111,0.22,0.098,-0.002,0.004,12,1.067,-0.153,0.11
1,6,NL,10,1006001,43,67,0.389,0.153,31.8,5.57,0.091,9031,0.315,0.633,24096,41609,19138,24134,25072,40481,28169,56738,45334,72128,74689,90305,0,0,0.209,0.369,0.09,-0.005,0.002,9.5,0.733,0.093,0.075
3,6,NL,10,1006003,100,161,0.054,0.111,36.8,4.16,0.001,15218,0.273,0.522,25274,38303,17852,20152,22588,33893,33070,49240,41566,76559,67395,126754,0,0,0.13,0.331,0.072,-0.001,0.002,10.8,0.967,-0.047,0.097
9,6,NL,10,1006009,1193,1394,0.249,0.027,41.3,1.67,0.056,26827,0.32,0.549,43935,57062,27163,32311,39705,50435,53990,72039,71522,94142,158624,173109,0.003,0.001,0.199,0.195,0.02,-0.001,0,8.9,0.25,0.17,0.024
11,6,NL,10,1006011,52,81,0.122,0.133,39.1,5.79,0.01,21003,0.302,0.603,28530,42448,16530,28143,25936,34887,37533,57976,46066,79717,66538,92653,0,0,0.231,0.074,0.091,0.004,0.002,9,0.851,0.148,0.084
12,6,NL,10,1006012,102,152,0.17,0.102,36.7,3.98,0.018,16763,0.349,0.462,25645,43421,16173,22339,23403,35419,32936,56807,44479,77010,104512,148390,0,0,0.167,0.354,0.065,-0.002,0.002,7.9,0.718,0.256,0.072
14,6,NL,10,1006014,28,34,0.094,0.215,53,14.49,0.006,29981,0.279,0.5,50986,62022,29709,30028,48191,62974,59690,76401,72803,106035,135942,181613,0,0,0.25,0.429,0.142,-0.005,0.002,11.7,2.428,-0.076,0.226
15,6,NL,10,1006015,27,40,-0.199,0.14,41.5,6.22,0.05,24307,0.327,0.555,28063,33812,17287,26344,29095,29573,41595,37956,47680,65585,64459,73640,0,0,0.259,0.301,0.144,0.002,0.003,11.5,1.05,-0.117,0.105
16,6,NL,10,1006016,1068,1242,0.169,0.029,43.1,1.86,0.027,31887,0.321,0.526,48155,52801,29416,32018,41062,47512,61304,70182,85920,87321,142991,178048,0.001,0.002,0.211,0.224,0.024,-0.001,0,9.4,0.268,0.119,0.025
18,6,NL,10,1006018,439,660,0.181,0.039,33.4,1.76,0.032,20697,0.364,0.484,29320,40954,15443,23298,26731,35228,36140,50771,59672,72539,88908,123650,0.005,0,0.23,0.34,0.03,-0.002,0.001,8.7,0.31,0.166,0.031
19,6,NL,10,1006019,338,481,0.201,0.051,37.2,2.32,0.032,18840,0.316,0.538,30254,46345,19081,26390,26822,39485,37921,57913,56500,77076,80622,229136,0,0.003,0.178,0.258,0.034,-0.002,0.001,8.4,0.469,0.204,0.046
21,6,NL,10,1006021,81,140,0.181,0.102,23.3,2.48,0.022,17799,0.497,0.221,13572,26783,3439,10855,9373,25415,21239,38124,29589,52609,60668,67115,0,0,0.198,0.503,0.058,-0.001,0.002,9.2,0.493,0.077,0.055
22,6,NL,10,1006022,319,484,0.278,0.046,30.5,2.08,0.072,25867,0.379,0.475,28655,40829,13141,22801,26973,34999,39008,53633,55708,79219,83827,123128,0.003,0,0.176,0.309,0.032,-0.002,0.001,8.1,0.321,0.227,0.032
26,6,NL,10,1006026,96,147,0.215,0.095,36.5,3.72,0.034,19810,0.367,0.45,25197,42290,13334,22928,21568,39742,33144,55306,45368,79958,89502,108693,0,0,0.229,0.281,0.052,-0.004,0.001,9.3,0.616,0.119,0.062
28,6,NL,10,1006028,22,37,0.223,0.232,51.6,7.79,0.026,13433,0.314,0.375,22216,59654,11589,36135,19855,54011,25021,72209,34811,122552,60601,169475,0,0,0.091,0.051,0.082,0.001,0.002,9.6,1.765,0.121,0.179
29,6,NL,10,1006029,25,43,0.916,0.248,31.6,6.95,0.25,16723,0.225,0.497,20805,50699,12819,41057,20547,45247,29542,62153,31292,77141,33036,92643,0.04,0,0.32,0.158,0.087,-0.004,0.003,5.9,1.302,0.49,0.132
