census.subdivision,census.division,province.name,province,CSD1986_ID,number.children,number.children.weighted,rank.slope,rank.slope.se,rank.intercept,rank.intercept.se,rank.rsquared,interquartile.income.range,parent.gini,share.between.p25p75,parent.mean.income,child.mean.income,parent.income.p25,child.income.p25,parent.median.income,child.median.income,parent.income.p75,child.income.p75,parent.income.p90,child.income.p90,parent.income.p99,child.income.p99,parent.percent.filing.french,child.percent.filing.french,parent.percent.notmarried,lim.intercept,lim.intercept.se,lim.slope,lim.slope.se,beta.intercept,beta.intercept.se,beta.slope,beta.slope.se
26,37,ON,35,3537026,356,443,0.123,0.05,52.1,3.12,0.014,27113,0.304,0.574,45460,59476,30149,36513,41126,54757,57262,75387,78149,98616,120279,161741,0,0.003,0.149,0.187,0.04,-0.001,0.001,10.3,0.447,0.051,0.042
29,37,ON,35,3537029,860,1060,0.147,0.032,46.5,2.08,0.019,27045,0.313,0.542,46755,57355,30428,32807,42216,50980,57473,71126,82108,90451,127398,194231,0,0.001,0.228,0.314,0.029,-0.002,0,9.4,0.315,0.127,0.03
31,37,ON,35,3537031,636,798,0.123,0.037,54,2.45,0.013,27641,0.299,0.517,49047,67891,31257,39268,44769,57938,58898,78115,86530,100475,146621,364401,0.003,0.002,0.193,0.218,0.03,-0.001,0,10.2,0.409,0.066,0.038
34,37,ON,35,3537034,1947,2301,0.129,0.022,51.3,1.54,0.014,31198,0.318,0.488,53609,64321,33577,36117,46250,56469,64775,76093,91075,99415,182576,276266,0.001,0.001,0.197,0.21,0.02,-0.001,0,9.6,0.234,0.116,0.022
39,37,ON,35,3537039,17603,21824,0.211,0.007,43.3,0.42,0.044,31043,0.36,0.488,45604,57787,26935,31126,40699,51874,57978,72857,80390,93843,159854,223813,0.006,0.003,0.267,0.297,0.006,-0.002,0,8.9,0.058,0.174,0.006
44,37,ON,35,3537044,749,864,0.083,0.04,53.1,2.73,0.005,26702,0.276,0.51,51908,59787,35187,36803,47025,55459,61889,75639,85004,94273,149834,243813,0.011,0.001,0.196,0.219,0.036,-0.001,0.001,9.6,0.479,0.109,0.045
46,37,ON,35,3537046,543,680,0.148,0.041,49.7,2.8,0.019,29614,0.289,0.507,50154,60396,33610,38129,46111,56080,63224,75045,82259,93860,143933,203868,0.002,0,0.144,0.246,0.037,-0.001,0.001,8.5,0.439,0.211,0.041
51,37,ON,35,3537051,967,1259,0.061,0.03,54.8,1.98,0.003,30442,0.333,0.495,50459,60816,30711,36016,43968,56121,61153,76428,81982,96151,219832,206976,0.008,0.009,0.186,0.189,0.025,0,0,10.2,0.3,0.055,0.028
52,37,ON,35,3537052,322,353,0.168,0.072,52.5,5.65,0.015,36901,0.282,0.332,67435,72248,44286,42671,57038,64117,81187,87470,110341,117129,203328,273268,0.012,0,0.189,0.261,0.067,-0.002,0.001,6.9,0.824,0.366,0.075
54,37,ON,35,3537054,596,703,0.127,0.04,46.9,2.53,0.014,24876,0.287,0.575,46252,53283,31311,33788,41521,50190,56186,67170,83216,86463,112541,153319,0.007,0.003,0.24,0.182,0.035,0,0.001,9.7,0.409,0.091,0.039
58,37,ON,35,3537058,396,547,0.093,0.043,56.9,2.6,0.008,27931,0.308,0.558,43125,62361,27022,41721,38567,59724,54953,77595,78177,94999,123490,168857,0.008,0.015,0.154,0.205,0.035,-0.001,0.001,10.1,0.49,0.068,0.047
59,37,ON,35,3537059,284,394,0.118,0.053,52.6,3.4,0.012,25347,0.306,0.606,47759,64595,31570,39487,40630,56337,56917,71958,80340,90855,170282,256472,0.007,0.014,0.187,0.22,0.044,-0.001,0.001,9.3,0.569,0.147,0.054
62,37,ON,35,3537062,165,236,-0.122,0.074,59.8,4.01,0.011,22554,0.269,0.639,36934,52263,25187,32779,31471,51389,47741,69755,61701,88667,102471,139917,0.006,0,0.109,0.174,0.06,0.001,0.001,12.4,0.892,-0.162,0.086
66,37,ON,35,3537066,294,422,0.038,0.05,53.1,2.94,0.001,26148,0.359,0.587,43782,54766,25228,34131,37694,51901,51376,69517,69735,90574,233564,131331,0.037,0.017,0.19,0.227,0.04,-0.001,0.001,10.1,0.453,0.057,0.043
1,38,ON,35,3538001,390,526,0.163,0.048,43.8,2.87,0.022,24877,0.316,0.61,43475,52963,26456,27531,39704,48932,51333,68814,74879,89256,153469,184410,0,0.005,0.169,0.247,0.041,-0.001,0.001,8.3,0.464,0.222,0.044
4,38,ON,35,3538004,55,80,0.514,0.109,11.8,3.77,0.222,24234,0.576,0.23,17359,25789,2283,3062,10895,13370,26517,31831,45112,65992,103443,266737,0,0,0.436,0.832,0.06,-0.011,0.002,4.9,1.112,0.481,0.122
6,38,ON,35,3538006,159,218,0.071,0.076,49.3,3.94,0.004,23648,0.319,0.631,36712,55328,21840,32867,32421,46963,45488,65424,56591,93688,132745,219720,0,0,0.119,0.314,0.055,-0.003,0.001,9.6,0.897,0.104,0.087
9,38,ON,35,3538009,102,146,-0.056,0.078,53.2,3.64,0.004,23827,0.412,0.509,32091,48806,15339,30551,27257,48256,39167,62960,56313,77456,182537,142228,0,0,0.186,0.062,0.051,0.002,0.001,10.9,0.511,-0.027,0.051
12,38,ON,35,3538012,155,224,0.285,0.061,41.8,3.02,0.09,25130,0.38,0.494,33929,55141,17007,34489,30517,47658,42136,67169,62545,78768,159737,314179,0,0,0.174,0.265,0.045,-0.002,0.001,8.8,0.437,0.188,0.043
14,38,ON,35,3538014,89,126,0.047,0.094,49.8,4.86,0.002,24631,0.348,0.622,35960,49105,20042,31797,32311,48934,44673,68623,56627,81075,183518,98484,0,0.011,0.135,0.224,0.065,-0.001,0.001,10.1,0.794,0.052,0.077
16,38,ON,35,3538016,214,285,0.179,0.064,43.6,3.93,0.027,24832,0.277,0.555,42507,53383,27807,32622,40861,47409,52639,69211,69316,90762,102451,132756,0,0,0.201,0.227,0.052,-0.001,0.001,8.6,0.573,0.195,0.055
18,38,ON,35,3538018,128,175,0.143,0.085,45.7,4.98,0.016,20809,0.275,0.64,40887,52229,27716,32061,38387,49009,48525,67169,68240,91317,100217,136948,0,0,0.125,0.392,0.065,-0.004,0.001,10.3,0.897,0.04,0.086
19,38,ON,35,3538019,393,542,0.044,0.044,53.2,2.76,0.002,25704,0.303,0.547,43878,56440,28122,33347,41662,50480,53826,70760,76933,99023,130632,161202,0,0,0.176,0.139,0.035,0,0.001,9.6,0.42,0.106,0.04
23,38,ON,35,3538023,808,1069,0.18,0.033,45.2,2.26,0.027,28270,0.299,0.492,51795,59995,34525,33567,46199,51897,62795,73249,85520,97793,142201,273218,0.001,0.001,0.189,0.153,0.028,0,0,8.8,0.365,0.179,0.034
25,38,ON,35,3538025,20,33,0.704,0.14,1.6,4.96,0.451,21780,0.546,0.133,18071,20122,3970,2603,7583,6526,25750,14348,56992,55497,71516,134400,0,0,0.45,0.889,0.096,-0.008,0.003,6.5,2.048,0.271,0.221
28,38,ON,35,3538028,2188,2722,0.202,0.021,43,1.47,0.034,37122,0.333,0.434,57880,60517,34665,32916,49183,52638,71787,74595,102920,101320,212191,228655,0.011,0.006,0.191,0.287,0.019,-0.002,0,8.5,0.231,0.203,0.021
29,38,ON,35,3538029,4228,5496,0.225,0.013,40.6,0.87,0.05,32455,0.349,0.464,49424,57443,29200,30666,44288,49828,61655,70602,89139,94833,160995,217345,0.008,0.004,0.246,0.318,0.012,-0.002,0,8.6,0.124,0.197,0.012
31,38,ON,35,3538031,248,315,0.004,0.055,59.3,3.61,0,32783,0.369,0.562,53949,59536,29765,38180,44530,53690,62548,73333,86501,91845,198064,192087,0,0,0.238,0.088,0.044,0,0.001,10.7,0.428,0.013,0.04
34,38,ON,35,3538034,343,482,0.238,0.041,41.5,2.61,0.066,38295,0.387,0.41,48600,58229,22247,32926,42554,49210,60541,70203,91495,90469,191423,262865,0,0.003,0.14,0.247,0.035,-0.002,0.001,8.2,0.393,0.236,0.037
36,38,ON,35,3538036,274,381,0.02,0.051,53.2,3.06,0,29943,0.327,0.511,42066,55459,24960,34874,37884,47725,54903,70820,72376,90695,130790,163197,0,0,0.106,0.186,0.041,0,0.001,10.6,0.496,0.013,0.047
38,38,ON,35,3538038,255,359,0.241,0.048,36.4,2.7,0.067,35980,0.404,0.425,38843,50234,17213,27210,33785,42599,53194,62688,69648,84845,132093,383683,0.004,0,0.204,0.335,0.042,-0.002,0.001,6.7,0.472,0.368,0.046
41,38,ON,35,3538041,180,260,0.181,0.061,39.3,3.23,0.033,25983,0.389,0.535,39029,51032,20371,28235,31841,44891,46354,61316,64829,75884,213313,112484,0.006,0,0.106,0.274,0.049,-0.001,0.001,9.3,0.603,0.119,0.059
42,38,ON,35,3538042,146,209,0.133,0.072,44.9,3.6,0.016,23545,0.326,0.603,33787,49383,20163,31797,30392,45183,43708,64254,57045,80449,121647,174796,0.007,0,0.171,0.192,0.055,0,0.001,10.5,0.585,0.014,0.057
46,38,ON,35,3538046,224,324,0.129,0.054,42.6,2.94,0.017,27876,0.385,0.471,37495,49582,17831,24769,32171,43672,45707,62506,77251,87095,144666,200936,0,0,0.179,0.277,0.044,-0.001,0.001,8.4,0.525,0.213,0.051
48,38,ON,35,3538048,50,65,0.086,0.133,49.9,7.21,0.007,24693,0.472,0.552,48027,58505,20167,25611,29214,55068,44861,70180,81949,99724,227281,297687,0,0,0.12,0.301,0.101,-0.002,0.002,10,1.287,0.067,0.123
49,38,ON,35,3538049,77,111,0.191,0.109,43.6,5.41,0.028,20540,0.316,0.553,33274,59669,19980,30147,32190,48156,40520,66608,58492,92030,82956,478188,0,0,0.13,0.307,0.069,-0.003,0.001,8.3,0.947,0.236,0.093
52,38,ON,35,3538052,121,177,0.199,0.073,38.3,4.03,0.04,25284,0.386,0.545,39030,48658,21468,27557,32384,42868,46752,61502,65667,82795,196840,149873,0.008,0,0.149,0.239,0.055,-0.001,0.001,9.1,0.642,0.147,0.062
56,38,ON,35,3538056,17,26,0.777,0.198,15.6,9.01,0.391,21312,0.34,0.557,29768,49735,18422,20759,23588,34886,39734,69634,51388,77760,81876,199262,0,0,0.176,0.509,0.132,-0.008,0.003,3.8,1.459,0.67,0.145
1,39,ON,35,3539001,49,69,-0.227,0.119,52.2,5.43,0.052,17397,0.306,0.604,30352,41662,19392,29507,28518,40852,36790,48512,49073,69092,121066,105749,0,0,0.265,0.172,0.085,-0.001,0.002,11.2,1.051,-0.071,0.104
2,39,ON,35,3539002,49,72,-0.046,0.142,40.3,6.07,0.001,16286,0.318,0.584,28410,38834,19418,17625,23141,31875,35704,53726,50229,76039,121066,121640,0,0,0.306,0.132,0.097,0.004,0.002,9.6,1.117,0.073,0.111
4,39,ON,35,3539004,24,38,-0.004,0.118,43.2,4.75,0,17763,0.472,0.187,23796,42702,7279,33867,15735,37971,25042,48707,63922,66388,85367,137814,0,0,0.25,0.098,0.077,0.001,0.002,11.2,0.846,-0.069,0.087
6,39,ON,35,3539006,172,259,0.266,0.073,37.9,3.22,0.05,20111,0.347,0.54,29451,46192,17035,23562,26748,44751,37146,63993,46852,84864,113251,112308,0,0,0.169,0.299,0.045,-0.003,0.001,7.9,0.591,0.26,0.059
8,39,ON,35,3539008,192,272,0.132,0.061,44.5,3.33,0.017,30891,0.368,0.517,36685,54860,17184,27373,33303,45626,48075,67129,65602,84392,135848,251980,0,0,0.255,0.215,0.044,-0.001,0.001,9.5,0.59,0.106,0.058
11,39,ON,35,3539011,87,119,0.156,0.094,37.4,4.65,0.023,19842,0.323,0.585,33839,42962,20637,26508,30494,40516,40479,53970,63944,80374,110799,104401,0,0,0.126,0.178,0.071,0,0.001,8.7,0.874,0.173,0.085
14,39,ON,35,3539014,501,679,0.119,0.041,47.5,2.2,0.012,22842,0.322,0.599,37484,53401,22909,32776,33593,48207,45751,68491,62178,88303,125655,193453,0,0.002,0.162,0.187,0.031,0,0.001,10,0.392,0.068,0.038
16,39,ON,35,3539016,882,1123,0.175,0.033,44.3,1.81,0.024,19205,0.3,0.653,38034,53756,25368,32083,34335,47301,44574,66910,62877,90692,122130,184117,0,0.001,0.196,0.229,0.025,-0.001,0,9.7,0.305,0.091,0.029
17,39,ON,35,3539017,118,189,0.541,0.076,20.2,3.24,0.212,30620,0.482,0.395,25869,40857,5068,10220,22105,31445,35688,56536,59513,86832,113914,418515,0,0,0.254,0.676,0.05,-0.008,0.001,3.5,0.756,0.663,0.078
19,39,ON,35,3539019,315,429,0.065,0.047,50.8,2.83,0.005,31853,0.368,0.484,44956,54156,23626,33688,38929,48361,55478,69530,78940,91638,156984,140188,0.006,0.003,0.213,0.182,0.038,0,0.001,9.3,0.475,0.13,0.045
22,39,ON,35,3539022,520,685,0.102,0.041,53,2.55,0.009,26054,0.339,0.592,47980,67354,27749,37178,39554,54434,53803,76971,88117,102275,184202,327855,0,0,0.181,0.158,0.031,0,0.001,9.4,0.458,0.132,0.043
26,39,ON,35,3539026,787,1066,0.042,0.033,51.3,1.99,0.001,22878,0.299,0.601,42508,54732,27640,32166,38911,48424,50518,68512,67383,87167,125666,162838,0,0.001,0.186,0.11,0.025,0.001,0,10.4,0.348,0.032,0.033
31,39,ON,35,3539031,403,562,0.112,0.043,46.5,2.48,0.012,28829,0.328,0.551,40630,55345,24031,29923,35864,47995,52861,65655,67638,86740,116744,217539,0.002,0.002,0.124,0.251,0.034,-0.001,0.001,9.8,0.456,0.088,0.044
34,39,ON,35,3539034,613,825,0.154,0.036,47,2.27,0.021,28405,0.355,0.564,48594,59696,26524,32966,39136,51501,54929,71618,90652,99707,207271,227186,0.003,0.003,0.145,0.187,0.028,-0.001,0,9,0.395,0.167,0.037
36,39,ON,35,3539036,22004,29066,0.231,0.006,40.8,0.37,0.049,28281,0.362,0.528,45558,58346,26595,30304,39774,48988,54876,70117,79005,96355,178872,273870,0.002,0.003,0.278,0.287,0.005,-0.002,0,8.6,0.055,0.196,0.005
39,39,ON,35,3539039,490,659,0.11,0.038,48.7,2.41,0.012,31489,0.391,0.523,50475,59477,26876,33004,40279,50144,58365,70248,87850,97076,327270,277015,0,0,0.202,0.228,0.033,-0.001,0.001,9.5,0.402,0.117,0.038
42,39,ON,35,3539042,46,70,-0.103,0.122,56,5.47,0.01,21658,0.373,0.557,29517,48652,16078,33389,27442,46374,37736,65959,49778,77057,122102,107853,0,0.022,0.109,0.19,0.07,-0.002,0.002,10.9,0.772,-0.022,0.077
44,39,ON,35,3539044,81,112,0.064,0.106,47.2,5.32,0.003,17968,0.299,0.669,33614,50800,22908,28097,33179,48586,40876,60741,55953,78484,103660,403645,0,0,0.16,0.209,0.074,-0.001,0.001,8.8,0.924,0.175,0.09
46,39,ON,35,3539046,245,321,0.176,0.052,44.3,2.71,0.035,27664,0.356,0.505,35461,50859,17702,33890,34058,46310,45366,62658,59103,85125,109725,137238,0,0,0.127,0.165,0.038,-0.001,0.001,9.1,0.515,0.156,0.05
49,39,ON,35,3539049,51,75,0.317,0.134,40.5,6.05,0.071,20664,0.339,0.577,31153,51363,16219,31429,25690,47456,36884,74846,53035,95235,123903,113390,0,0,0.059,0.403,0.095,-0.004,0.002,9.6,1.22,0.105,0.12
52,39,ON,35,3539052,178,266,0.168,0.061,39.5,2.56,0.028,16996,0.36,0.455,28235,45265,16529,29254,22954,41716,33525,54565,53232,71232,136892,199844,0,0,0.157,0.252,0.043,-0.001,0.001,9.4,0.436,0.112,0.044
54,39,ON,35,3539054,144,199,0.124,0.069,45.6,3.36,0.016,21264,0.339,0.54,33500,50525,19652,33134,28759,46708,40916,60318,59809,79611,122102,174633,0,0.007,0.125,0.081,0.047,0.001,0.001,10.3,0.647,0.036,0.063
58,39,ON,35,3539058,193,264,0.109,0.069,52.1,3.61,0.009,21523,0.302,0.662,35756,61707,22591,37820,35102,53083,44114,67160,53892,100890,129308,335292,0,0.005,0.124,0.149,0.047,0,0.001,9.8,0.609,0.095,0.059
59,39,ON,35,3539059,159,219,0.02,0.076,52.2,4.23,0,24489,0.287,0.587,38110,61387,24144,31519,35622,45369,48632,70068,65700,93207,90705,398875,0,0,0.17,0.166,0.054,0,0.001,10.9,0.936,-0.023,0.09
1,40,ON,35,3540001,132,179,0.117,0.074,51.1,4,0.014,25645,0.357,0.565,38945,59302,21621,33995,33726,52064,47266,72538,68809,90331,183286,256743,0,0,0.114,0.262,0.052,-0.003,0.001,10.1,0.677,0.071,0.065
4,40,ON,35,3540004,332,489,0.19,0.051,41.5,2.32,0.027,20022,0.337,0.602,29980,49780,17572,28909,28620,42830,37593,63378,49384,85102,96420,170256,0,0,0.232,0.182,0.032,-0.001,0.001,9.5,0.374,0.108,0.037
8,40,ON,35,3540008,317,437,0.207,0.048,43.9,2.82,0.042,27948,0.351,0.535,43691,63781,24966,32553,37346,48713,52914,70702,77560,95793,170864,273968,0,0.003,0.208,0.153,0.036,0,0.001,9.1,0.45,0.158,0.043
9,40,ON,35,3540009,201,284,0.125,0.064,45.5,3.09,0.013,22728,0.365,0.496,33102,56549,18616,32165,25712,43179,41344,64489,60271,101090,136948,389008,0,0,0.104,0.158,0.043,0.001,0.001,9.9,0.627,0.077,0.062
11,40,ON,35,3540011,74,106,0.032,0.098,53,4.62,0.001,22428,0.381,0.608,34013,52078,18616,36345,28969,51344,41044,64629,51133,77960,243331,192610,0,0,0.149,0.122,0.07,0.001,0.001,10.9,0.627,-0.018,0.062
12,40,ON,35,3540012,100,143,0.12,0.105,43.6,4.44,0.009,19008,0.298,0.624,27991,47351,18322,26494,25463,44744,37330,63110,46087,79688,73499,159782,0,0,0.16,0.326,0.064,-0.004,0.002,9.8,0.87,0.073,0.086
16,40,ON,35,3540016,258,357,0.076,0.053,52.4,2.73,0.006,24444,0.333,0.535,34880,54534,19210,36020,33112,49752,43653,69505,61464,90391,132652,150153,0,0,0.128,0.126,0.035,0,0.001,9.7,0.407,0.1,0.04
19,40,ON,35,3540019,157,227,0.113,0.074,47.8,3.48,0.01,22905,0.331,0.602,31459,53965,18033,32240,27783,46706,40938,62535,53191,94648,87991,215495,0,0,0.14,0.163,0.049,0,0.001,9,0.643,0.16,0.063
23,40,ON,35,3540023,49,70,0.042,0.108,49.7,5.63,0.002,30322,0.366,0.378,33454,55308,16349,35905,26840,45951,46671,58064,60147,95903,107867,286446,0,0.02,0.143,0.173,0.073,-0.001,0.001,9,0.96,0.165,0.094
24,40,ON,35,3540024,210,283,0.14,0.061,45.4,3.24,0.018,22792,0.327,0.582,36360,49840,21796,30469,33600,48852,44589,65532,65371,80873,131652,134697,0,0,0.129,0.209,0.049,0,0.001,9.5,0.486,0.11,0.047
26,40,ON,35,3540026,252,360,0.149,0.057,46,3.02,0.019,24078,0.35,0.59,36945,52088,22294,30259,33326,49882,46372,69708,60511,88081,120964,149369,0,0,0.194,0.309,0.043,-0.002,0.001,10,0.501,0.064,0.049
28,40,ON,35,3540028,711,910,0.212,0.034,42.2,2.08,0.042,25432,0.334,0.539,44517,57632,27905,30203,40866,49669,53337,69258,73995,96201,176236,263585,0,0,0.242,0.304,0.029,-0.002,0,9.2,0.29,0.146,0.028
31,40,ON,35,3540031,143,190,0.188,0.075,42.5,3.74,0.032,25384,0.372,0.508,33976,48967,16250,28578,30872,47742,41634,62608,57720,86312,197385,138201,0.007,0.014,0.133,0.292,0.052,-0.003,0.001,8.3,0.729,0.226,0.072
34,40,ON,35,3540034,184,264,0.02,0.063,47.9,3.12,0,24805,0.333,0.524,33091,47738,16923,30636,28436,45348,41728,58357,61604,80321,117372,132894,0,0,0.136,0.142,0.046,0.001,0.001,11.1,0.678,-0.052,0.066
38,40,ON,35,3540038,149,219,0.223,0.072,43.5,3.27,0.042,24989,0.389,0.495,29100,53081,14847,29622,26175,49051,39837,65326,56483,79566,102136,233092,0,0,0.181,0.272,0.045,-0.002,0.001,8.4,0.578,0.219,0.058
39,40,ON,35,3540039,209,303,0.229,0.055,45.2,2.86,0.054,24893,0.344,0.545,34338,57080,19475,35543,32046,46982,44368,69035,64927,104235,113685,206397,0,0,0.158,0.144,0.038,0,0.001,9.5,0.456,0.124,0.045
42,40,ON,35,3540042,201,287,-0.012,0.063,49,2.7,0,21876,0.354,0.423,27868,47838,15035,29037,22555,44100,36911,60295,55993,85142,87081,142663,0,0,0.164,0.065,0.037,0.003,0.001,11,0.619,-0.039,0.062
44,40,ON,35,3540044,94,129,0.017,0.093,47.5,4.27,0,21094,0.329,0.458,30018,47024,16810,27045,25826,42604,37904,60158,57080,80939,76599,156568,0,0,0.138,0.222,0.063,-0.001,0.001,10.7,0.94,-0.011,0.093
46,40,ON,35,3540046,234,339,0.011,0.063,45.4,2.53,0,21230,0.354,0.444,26045,44278,13545,25936,21846,40925,34776,58354,46288,75303,105422,116479,0.004,0,0.111,0.255,0.04,-0.001,0.001,10.4,0.491,0.007,0.049
49,40,ON,35,3540049,104,147,0.27,0.081,39.9,3.51,0.071,19034,0.404,0.495,30639,48840,16447,32923,23626,45671,35481,57623,53728,82451,116837,137363,0,0,0.115,0.133,0.05,0,0.001,9.5,0.512,0.118,0.051
51,40,ON,35,3540051,252,355,0.33,0.055,37.3,2.71,0.092,25881,0.357,0.475,32351,56668,16560,28861,28608,47015,42441,68400,58829,93129,123482,320856,0,0,0.202,0.296,0.038,-0.003,0.001,7.1,0.509,0.344,0.05
54,40,ON,35,3540054,138,199,0.075,0.081,47.5,3.55,0.004,23863,0.399,0.481,29545,51369,12798,27764,25485,47155,36661,63622,54357,89878,211491,226996,0,0,0.167,0.195,0.047,-0.001,0.001,9.8,0.688,0.076,0.069
56,40,ON,35,3540056,79,108,0.076,0.084,52.5,4.39,0.008,27618,0.45,0.476,40610,56215,16357,35826,29551,49751,43975,64389,70523,93818,239052,167355,0,0,0.165,0.093,0.051,0,0.001,10.3,0.634,0.049,0.062
58,40,ON,35,3540058,92,136,0.248,0.089,38.3,4.47,0.055,30724,0.387,0.427,33348,49549,15140,24934,27302,42902,45864,67950,63660,89593,147142,192134,0,0,0.207,0.342,0.065,-0.002,0.001,7.6,0.897,0.287,0.088
61,40,ON,35,3540061,131,195,0.067,0.09,49.1,3.55,0.003,21718,0.319,0.494,25399,51186,14502,29283,23172,47176,36220,68368,47943,81297,66920,172342,0,0,0.122,0.214,0.05,-0.001,0.001,10.7,0.699,-0.005,0.07
64,40,ON,35,3540064,157,229,0.107,0.068,49,3.05,0.011,20208,0.376,0.546,30880,51851,16010,33449,27243,47890,36218,62685,54656,85810,151070,169863,0,0,0.185,0.234,0.045,-0.002,0.001,10.3,0.44,0.038,0.044
1,41,ON,35,3541001,262,365,-0.014,0.055,55.6,2.52,0,22045,0.351,0.492,31310,55678,16822,34125,25708,48434,38867,70693,59968,86103,141143,309834,0,0.004,0.107,0.121,0.033,0,0.001,11.1,0.461,-0.03,0.045
2,41,ON,35,3541002,111,159,0.135,0.08,52.3,3.73,0.018,21918,0.334,0.55,30357,58877,17439,39127,28018,51400,39357,70098,61605,87924,98726,156495,0,0,0.126,0.17,0.047,-0.001,0.001,9.9,0.655,0.092,0.065
6,41,ON,35,3541006,153,219,-0.014,0.08,48.9,3.63,0,19167,0.317,0.51,30123,48180,17312,25169,26464,45096,36479,64437,54898,95236,84793,144498,0,0,0.131,0.243,0.057,0.001,0.001,11.1,0.759,-0.05,0.075
8,41,ON,35,3541008,95,138,0.26,0.104,44.7,4.45,0.044,21879,0.308,0.535,27872,54031,15775,35219,23778,47255,37653,74425,47073,94673,82304,141262,0,0,0.168,0.146,0.053,-0.001,0.001,9,1.013,0.162,0.101
11,41,ON,35,3541011,109,157,0.193,0.079,42.7,3.47,0.037,22363,0.379,0.405,28089,47719,14413,30333,24609,43441,36776,62311,54904,83592,108567,104152,0,0,0.101,0.286,0.054,-0.002,0.001,9.1,0.515,0.15,0.052
12,41,ON,35,3541012,128,186,0.191,0.069,48,3.44,0.041,32239,0.442,0.36,34382,55267,13562,33765,24267,51981,45801,71800,67107,98941,138027,139629,0,0,0.148,0.225,0.047,-0.001,0.001,10,0.575,0.074,0.057
16,41,ON,35,3541016,225,307,0.209,0.055,47.9,3.1,0.044,28843,0.376,0.492,39409,59179,19033,35834,33843,53318,47876,78535,79652,104164,131527,184699,0.004,0,0.138,0.255,0.04,-0.002,0.001,8.5,0.519,0.217,0.05
18,41,ON,35,3541018,54,76,0.393,0.115,43.9,6.37,0.135,25830,0.285,0.571,37443,63591,20754,47149,39368,61069,46584,78048,60353,114178,107077,243873,0,0,0.13,0.316,0.088,-0.003,0.002,8.1,1.12,0.265,0.108
21,41,ON,35,3541021,107,153,0.182,0.076,50,4.44,0.036,34925,0.356,0.448,40305,59342,21284,32264,34730,56543,56209,77356,76131,100200,124369,176832,0.009,0.009,0.168,0.161,0.057,0,0.001,9.8,0.807,0.093,0.078
22,41,ON,35,3541022,458,550,0.225,0.04,46.5,2.65,0.054,37955,0.337,0.439,48704,61276,27200,37317,45618,57547,65155,79245,90061,104346,146172,193873,0.007,0,0.231,0.222,0.032,-0.002,0,9.3,0.372,0.142,0.035
26,41,ON,35,3541026,119,165,0.063,0.075,54.7,4.46,0.004,27387,0.34,0.537,41821,55866,24996,34578,37306,54628,52382,74030,83922,88054,115466,128324,0.008,0.008,0.151,0.202,0.057,-0.001,0.001,9.9,0.509,0.084,0.049
28,41,ON,35,3541028,130,180,0.095,0.073,50.3,4.64,0.009,44126,0.345,0.41,46205,58936,21659,33450,40163,52507,65785,72876,88359,109113,121682,210347,0,0,0.085,0.157,0.061,0,0.001,10.4,0.853,0.025,0.081
31,41,ON,35,3541031,184,258,0.081,0.062,52.3,3.08,0.007,26583,0.379,0.52,33847,57284,16690,34257,28645,51762,43273,67985,68138,90627,123095,186042,0,0,0.152,0.14,0.036,-0.001,0.001,10.2,0.556,0.057,0.055
34,41,ON,35,3541034,205,279,0.203,0.062,40.8,2.95,0.037,27674,0.366,0.472,31161,48669,14769,27362,26773,44193,42442,63850,58100,88235,91673,136515,0,0.005,0.122,0.237,0.043,-0.001,0.001,9,0.534,0.155,0.053
36,41,ON,35,3541036,472,670,0.209,0.038,44.6,2.1,0.044,28129,0.34,0.542,38621,57261,21729,34323,36040,49053,49858,68942,65893,90407,144272,258293,0,0,0.229,0.185,0.028,-0.001,0.001,9.3,0.344,0.136,0.033
38,41,ON,35,3541038,24,37,-0.375,0.272,68.8,8.52,0.052,14584,0.293,0.412,21170,65301,13901,43787,17308,50187,28484,81554,37576,104413,53112,242984,0,0,0.083,0,0,0,0,12.9,1.97,-0.208,0.2
39,41,ON,35,3541039,145,212,0.206,0.072,43.5,3.34,0.038,20513,0.425,0.468,31588,53279,16511,26992,24482,45282,37024,69694,59768,100347,136775,185561,0,0,0.186,0.303,0.049,-0.002,0.001,9.3,0.479,0.14,0.048
41,41,ON,35,3541041,160,236,0.293,0.059,42.9,3.31,0.096,37238,0.399,0.374,37746,57712,15307,33315,33552,55148,52544,70930,73915,98948,135100,206776,0,0,0.113,0.29,0.042,-0.003,0.001,8.4,0.605,0.229,0.059
44,41,ON,35,3541044,79,104,0.147,0.112,49.2,7.37,0.017,22188,0.286,0.489,47506,66942,35346,37765,46427,54677,57534,79341,79265,103975,145111,421119,0.013,0,0.19,0.247,0.094,-0.001,0.001,8.6,1.324,0.206,0.125
46,41,ON,35,3541046,423,569,0.054,0.044,57.2,2.96,0.003,33415,0.345,0.46,51030,63557,27727,34968,45926,58040,61143,81155,99278,113550,140310,190622,0,0.002,0.18,0.148,0.032,0,0,10.5,0.468,0.032,0.044
48,41,ON,35,3541048,159,246,0.297,0.071,31.4,3.49,0.068,30965,0.374,0.461,31431,44517,14324,14863,29183,38103,45290,62847,57440,88644,103210,132170,0.006,0,0.182,0.482,0.052,-0.004,0.001,4.3,0.696,0.588,0.069
